TURNO_MATRICULA,SITUACAO_CIVIL_ALUNO,SEXO_ALUNO,DATA_CADASTRO_REQUERIMENTO,MOTIVO_REQUERIMENTO,TURMA,AREA_TURMA
Noturno,Solteiro(a),Masculino,02/03/2015,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO III,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,02/03/2015,Outros Motivos,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Matutino,Solteiro(a),Masculino,02/03/2015,Mudança de Município,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,02/03/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,27/02/2015,Outros Motivos,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Matutino,Casado(a),Masculino,27/02/2015,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,27/02/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Casado(a),Masculino,26/02/2015,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Solteiro(a),Feminino,23/02/2015,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO V,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,23/02/2015,Mudança de Município,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Feminino,20/02/2015,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,19/02/2015,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Casado(a),Masculino,18/02/2015,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Solteiro(a),Feminino,12/02/2015,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Feminino,12/02/2015,Outros Motivos,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Noturno,Solteiro(a),Masculino,12/02/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,11/02/2015,Motivo de Estudo,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
Noturno,Solteiro(a),Masculino,10/02/2015,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,09/02/2015,Motivo de Estudo,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO -  III MÓDULO,Design
Matutino,Solteiro(a),Masculino,12/12/2014,Outros Motivos,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Solteiro(a),Masculino,01/12/2014,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO II,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Masculino,01/12/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO ,Informática
Matutino,Casado(a),Masculino,19/11/2014,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,13/11/2014,Outros Motivos,Superior de Tecnologia em Design Gráfico - II Módulo,Design
Noturno,Solteiro(a),Feminino,06/11/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO II,Gestäo
Noturno,Solteiro(a),Masculino,04/11/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO II,Meio Ambiente (Ambiente e Saúde)
Matutino,Casado(a),Masculino,04/11/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Casado(a),Masculino,31/10/2014,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Matutino,Solteiro(a),Masculino,31/10/2014,Motivo de Saúde,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo IV,Informática
Matutino,Solteiro(a),Masculino,31/10/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - II MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,31/10/2014,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,31/10/2014,Motivo de Saúde,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,29/10/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - III MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,29/10/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Noturno,Casado(a),Masculino,22/10/2014,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,21/10/2014,Mudança de Município,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Casado(a),Feminino,20/10/2014,Outros Motivos,Superior de Tecnologia em Gestão Comercial - III Módulo,Gestäo
Noturno,Solteiro(a),Masculino,17/10/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,15/10/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Noturno,Solteiro(a),Masculino,15/10/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,14/10/2014,Outros Motivos,Superior de Tecnologia em Design Gráfico - II Módulo,Design
Matutino,Casado(a),Masculino,14/10/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Masculino,13/10/2014,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,10/10/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão Comercial - IV Módulo,Gestäo
Matutino,Solteiro(a),Masculino,09/10/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,08/10/2014,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,07/10/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,07/10/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Feminino,06/10/2014,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Feminino,06/10/2014,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,06/10/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão Ambiental - IV Módulo,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Masculino,06/10/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,03/10/2014,Motivo de Saúde,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,01/10/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,30/09/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,29/09/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO ,Informática
Noturno,Casado(a),Masculino,26/09/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão Comercial - III Módulo,Gestäo
Matutino,Solteiro(a),Masculino,26/09/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,26/09/2014,Mudança de Município,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO ,Informática
Noturno,Casado(a),Masculino,25/09/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,25/09/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo IV,Informática
Matutino,Solteiro(a),Masculino,24/09/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,24/09/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,24/09/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo V,Informática
Matutino,Solteiro(a),Masculino,24/09/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO ,Informática
Matutino,Casado(a),Masculino,23/09/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,23/09/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,22/09/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,19/09/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM PRODUÇÃO MULTIMÍDIA - MÓDULO 2,Design
Noturno,Casado(a),Masculino,19/09/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,18/09/2014,Motivo de Viagens,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,17/09/2014,Outros Motivos,Superior de Tecnologia em Gestão Comercial - III Módulo,Gestäo
Noturno,Casado(a),Masculino,17/09/2014,Motivo de Estudo,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,16/09/2014,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - II Módulo,Design
Noturno,Divorciado(a),Masculino,16/09/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,09/09/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,05/09/2014,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Solteiro(a),Masculino,05/09/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Casado(a),Masculino,05/09/2014,Motivo de Viagens,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,04/09/2014,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Casado(a),Masculino,04/09/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Feminino,03/09/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Matutino,Solteiro(a),Masculino,03/09/2014,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,02/09/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Outros,Feminino,02/09/2014,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO II,Meio Ambiente (Ambiente e Saúde)
Matutino,Casado(a),Masculino,02/09/2014,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Casado(a),Masculino,02/09/2014,Motivo de Viagens,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,02/09/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO ,Informática
Noturno,Solteiro(a),Masculino,02/09/2014,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Matutino,Casado(a),Feminino,01/09/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Feminino,01/09/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - III MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,23/08/2014,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Matutino,Casado(a),Feminino,22/08/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,22/08/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
Noturno,Casado(a),Feminino,21/08/2014,Outros Motivos,Superior de Tecnologia em Gestão Comercial - III Módulo,Gestäo
Noturno,Casado(a),Feminino,15/08/2014,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO II,Gestäo
Noturno,Solteiro(a),Masculino,11/08/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO II,Gestäo
Noturno,Solteiro(a),Feminino,16/06/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO II,Gestäo
Noturno,Casado(a),Feminino,11/06/2014,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO V,Informática
Matutino,Solteiro(a),Masculino,06/06/2014,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,27/05/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Matutino,Solteiro(a),Masculino,20/05/2014,Outros Motivos,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Matutino,Solteiro(a),Masculino,15/05/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - V MÓDULO,Design
Noturno,Solteiro(a),Feminino,15/05/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Noturno,Divorciado(a),Masculino,15/05/2014,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,14/05/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Feminino,12/05/2014,Outros Motivos,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Noturno,Divorciado(a),Masculino,12/05/2014,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Feminino,09/05/2014,Motivo de Estudo,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,09/05/2014,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO II,Gestäo
Matutino,Solteiro(a),Masculino,09/05/2014,Motivo de Trabalho,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Solteiro(a),Masculino,08/05/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Noturno,Divorciado(a),Masculino,07/05/2014,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Casado(a),Feminino,06/05/2014,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,05/05/2014,Abandono sem Justificativa,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,29/04/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Matutino,Solteiro(a),Masculino,29/04/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,28/04/2014,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,25/04/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,25/04/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 1,Informática
Noturno,Solteiro(a),Masculino,22/04/2014,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,14/04/2014,Outros Motivos,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Matutino,Casado(a),Feminino,10/04/2014,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Feminino,09/04/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Casado(a),Masculino,08/04/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - V MÓDULO,Gestäo
Noturno,Solteiro(a),Masculino,08/04/2014,Motivo de Estudo,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,08/04/2014,Motivo de Trabalho,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Solteiro(a),Masculino,08/04/2014,Mudança de Município,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Casado(a),Masculino,07/04/2014,Outros Motivos,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Noturno,Solteiro(a),Masculino,07/04/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Noturno,Solteiro(a),Masculino,07/04/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Masculino,03/04/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Casado(a),Masculino,02/04/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Solteiro(a),Masculino,02/04/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,01/04/2014,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,31/03/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,31/03/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO III,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,28/03/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Feminino,28/03/2014,Mudança de Município,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Matutino,Casado(a),Masculino,28/03/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 1,Informática
Noturno,Solteiro(a),Masculino,27/03/2014,Mudança de Município,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Solteiro(a),Masculino,25/03/2014,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - III MÓDULO,Gestäo
Noturno,Solteiro(a),Feminino,24/03/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,21/03/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Masculino,21/03/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 1,Informática
Matutino,Solteiro(a),Masculino,21/03/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 1,Informática
Matutino,Solteiro(a),Masculino,21/03/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 1,Informática
Matutino,Solteiro(a),Masculino,20/03/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Feminino,18/03/2014,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Noturno,Solteiro(a),Masculino,18/03/2014,Motivo de Viagens,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,17/03/2014,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,15/03/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 1,Informática
Matutino,Solteiro(a),Masculino,14/03/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,14/03/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Feminino,13/03/2014,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,12/03/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Noturno,Solteiro(a),Masculino,10/03/2014,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO III,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,10/03/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,08/03/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Feminino,06/03/2014,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Feminino,06/03/2014,Motivo de Saúde,Superior de Tecnologia em Gestão Comercial - Módulo I,Gestäo
Matutino,Casado(a),Masculino,06/03/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Matutino,Solteiro(a),Feminino,06/03/2014,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 1,Informática
Matutino,Solteiro(a),Masculino,06/03/2014,Outros Motivos,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Matutino,Divorciado(a),Masculino,28/02/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Matutino,Solteiro(a),Masculino,28/02/2014,Outros Motivos,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Solteiro(a),Masculino,28/02/2014,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Feminino,26/02/2014,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,25/02/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão Ambiental - Módulo I,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,25/02/2014,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,25/02/2014,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,24/02/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Feminino,24/02/2014,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão Ambiental - Módulo I,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Feminino,21/02/2014,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,21/02/2014,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,21/02/2014,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Feminino,19/02/2014,Motivo de Viagens,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - MÓDULO III,Meio Ambiente (Ambiente e Saúde)
Noturno,Viúvo(a),Masculino,18/02/2014,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - III MÓDULO,Gestäo
